pr_gene_id,A375,A549,BT20,HCT116,HS578T,HT29,LOVO,MCF7,MDAMB231,PC3,RKO,SKBR3,SKMEL28,SW620,SW948,VCAP
55127,-5.2524,-2.7489,0.33878168,-0.4393,-0.10409999,0.3226,0.0588,-1.0526123,-0.72744995,-0.00360854,0.1593,-0.2859,0.8622,-0.31746754,0.04981129,-0.6174
23335,0.45295,-0.5559,-0.043615907,-0.025449991,0.27405,0.1562,0.1317,0.5319791,-0.67715,0.21429396,-1.2392,-0.096700005,-0.1556,0.24510716,-0.1861713,-0.3284
10270,-0.4974,0.3995,0.10542135,0.13855,1.96,0.4084,0.0108,0.58875036,-0.56665003,0.01597391,-0.052,0.31320003,1.2827,-0.6079878,-0.012143955,0.0996
6509,-0.36665002,-1.2602,-0.592222,-1.18635,-1.1456001,-0.21,-0.7407,-0.8414456,-0.19035,1.8239917,-1.1681,-1.45565,1.2377,0.6298919,-0.14329349,0.7905
83743,-0.07305,0.717,1.4100199,0.34434998,0.38,-0.3068,0.179,0.20676363,0.4559,0.048009384,1.0842,-0.7435,1.3532,-0.18567584,0.95779824,0.5327
6772,0.1058,-1.2194,-1.0138509,0.1696,-0.16894999,-1.6632,-0.1701,0.2925712,0.45125002,-0.5080197,0.5679,-0.96035004,-1.4081,0.15406182,1.1426122,-1.3559
22887,1.38465,0.5141,-3.1673598,-0.287,-1.044,-2.7432,-1.4308,-0.36975428,0.31495,-0.71921253,0.6745,0.6646,-1.405,-0.44750708,0.3953621,0.0559
51001,0.48005,1.1416,0.81639934,-0.2217,-0.8599,0.2856,1.0127,0.61194324,0.4432,0.32811502,2.0194,1.08905,-0.2202,-1.284721,0.30961335,0.9631
26511,-0.47245,0.8545,0.1583398,-0.74225,-0.008549988,0.6225,0.7918,0.90325725,-0.3814,-0.70631915,0.5109,-1.6407,1.9106,-0.5178051,-1.6181104,0.6936
7874,-0.7837,-0.895,0.001909658,0.15705,-0.45895,-0.425,0.5132,1.3146311,0.36670002,-0.74815774,1.6421,0.2692,0.0367,-0.7564285,0.5076557,-0.9996
51070,-1.465,0.5892,0.1310358,-0.3552,-2.69785,0.4603,-1.572,-1.3369687,-0.71059996,-0.68944097,0.5005,-0.357,2.1938,0.030345917,-1.3677294,0.1643
1738,0.8701,0.3224,-0.3943298,-0.45615,-0.00805001,0.9723,0.1117,-0.3549251,-0.8036,0.045501355,1.2012,0.258,-1.3664,-2.724348,0.89789855,-0.3319
3416,0.4867,0.4296,0.14384769,-0.17145002,0.53775,0.1133,-0.2847,-0.29007208,-1.02465,-0.2752242,-0.142,-0.52565,-0.5955,0.0754402,-0.4401689,1.9458
9128,0.5056,0.8411,-3.4434485,-0.047850005,1.6575499,-0.2456,-1.5014,0.5351021,0.86895,0.5796461,1.7369,-0.18825,-2.5351,-0.6725134,0.5261908,-0.6114
9833,0.51565003,0.0835,0.35343704,-0.47355,-0.34969997,0.5188,-0.7637,-0.9966034,1.5462,0.7095029,0.4785,0.41175,0.2843,0.77835375,-0.009932779,-0.562
4088,-0.6263,-0.2288,0.17352581,-0.25385,-0.92575,0.5634,-0.2647,0.6115582,0.57155,0.12944126,-0.6864,-0.5827,-2.1933,-0.2929805,-0.5324866,2.4486
5018,1.41005,0.4542,-0.63839567,-0.22459999,-0.36924997,0.5933,-0.3293,-0.6451837,-0.29650003,0.45694947,1.9079,0.13535002,1.0857,-0.049694374,-0.047658354,-0.2655
51375,1.6664,-0.9972,-0.15259987,-0.108449996,-0.31289998,0.6065,1.1929,0.67639023,-0.2015,0.017698191,-1.1535,1.169,0.7415,-0.32728702,-0.8545798,0
55038,0.2764,1.26,0.40361658,-0.3315,-0.75145,-0.0422,-0.597,0.14454228,0.31745002,-0.36384225,-0.3288,1.02805,1.1066,-0.5615135,0.20736465,2.4391
23061,0.90665,-0.4623,0.62763107,0.32340002,3.24135,-0.161,-0.1837,0.5931924,0.66935,-0.41397214,1.9575,0.18965001,-0.6596,0.43907788,0.48429656,-0.988
64428,0.88930005,0.0822,-0.4569551,0.4895,0.2599,0.9719,0.1175,0.96199244,0.67015,0.68606454,-1.2666,0.051649995,-0.0239,0.87699676,-0.23372054,0.2781
11325,-0.48900002,1.4229,0.21752958,-0.23769999,-0.70054996,7.1252,0.0184,-0.0642153,0.80345,-0.6596957,0.5569,0.72749996,-1.3651,-1.3798294,0.7142104,-0.6478
9641,4.4748,-0.4816,0.26120937,0.96175,0.16550002,-0.198,0.2168,0.20248768,0.10104999,-0.8209437,10,2.2541,0.4609,1.7453454,0.72997856,-0.4391
23038,-2.00575,-0.6483,-0.22337052,0.14425,1.674,-4.6876,-0.0366,-0.18679114,0.075699985,-1.4256423,-0.419,0.59929997,3.1936,-0.756169,0.16720742,-0.0729
57048,-0.4963,0.4216,-1.4921231,0.12855001,0.7276,4.383,0.0409,0.76311386,-0.38705003,-0.021151125,1.8215,-0.2905,1.1502,0.6302165,-1.3011466,-1.0248
94239,0.5911,0.4535,2.989533,0.1367,-0.05765,-1.208,-0.6114,0.051572174,0.0713,0.77560824,-1.5743,-0.15159999,-0.6745,1.0962012,0.24063629,0.9488
51203,1.2498,-0.3279,-1.3462993,0.2324,1.1948,0.1026,1.1573,0.8402202,-1.1745499,0.5645706,-0.4336,-0.13580002,-0.3942,1.0959204,-0.13280702,-0.7494
388650,-0.16890001,0.7634,0.03029561,0.010600001,0.17050001,0.2048,1.3245,0.23992503,-0.49440002,-1.1271409,-1.6045,-0.6579,-0.3598,1.1013334,-0.6166711,0.001
23039,-0.34585,-1.2174,-0.005771309,1.9862,0.6377,0.0559,-0.4194,0.3155959,-0.06350002,-0.27194083,1.714,-0.017549992,-0.8796,-1.4339043,0.93189573,0.2905
55179,-0.49834996,0.8649,0.24320891,-0.033749998,-0.41404998,0.5923,-0.6538,-0.08393822,-0.13975,-0.22633506,2.2021,0.5192,-1.9477,0.5309199,-1.2428439,0.2954
5827,1.1006,0.5721,-0.63028085,-0.60455,-0.9199,0.3897,-0.0629,0.60207903,-0.52875,0.46097872,2.3781,-0.1524,1.4155,-0.15236098,-0.44912654,0.5611
10245,1.52565,-0.3575,-1.2831244,-0.052949995,-1.24685,0.452,-1.1303,0.5226742,-0.33705,-3.728658,-1.0391,-0.5712,0.2113,-0.667699,0.12285072,-0.3204
6813,0.37299997,0.917,-0.4212368,-0.18125004,-0.396,0.131,-0.544,-0.46099493,-0.0845,-0.06362965,0.2131,-0.57445,1.5411,-0.7433686,-0.035997406,-0.3905
3251,-0.91804993,1.4794,-0.008839577,-0.96760005,-0.39824998,0.5458,-0.066,-0.6174839,0.3555,0.1896047,1.0988,-0.40495002,-1.2988,-1.0172584,-0.09448925,-0.4538
23212,3.62205,0.0676,0.87742186,-0.1614,1.2673,0.0144,-0.8005,0.1332171,0.72905,1.352945,0.2368,-0.51195,0.2093,0.2424511,0.3279158,-0.3356
23536,-0.13979998,0.3901,-0.3978918,0.28255,0.56505,-0.4385,0.2793,0.09230624,-0.17534998,-0.85645443,-1.9678,1.22035,-0.8222,1.39307,-0.85464776,0.1307
51282,-5.43075,1.1486,-0.6681228,-0.1564,-3.4254,0.3451,0.1375,0.21688205,-0.7468,0.5746142,0.9115,-0.08580001,1.1317,-0.3977279,0.347553,-0.1742
10227,-1.8989501,1.7202,1.3479414,-0.73625004,-0.57420003,-0.4956,1.5353,-1.7542133,0.7288,0.25119138,0.3466,-0.104849994,1.8775,-0.26474047,0.024957947,0.5087
50813,0.56025004,0.71,-0.95579004,-0.29834998,-0.95515,0.0892,-0.7354,0.32905215,-0.94315,-0.620288,-0.3441,0.3071,-0.4197,-0.88591635,0.28799218,-1.4118
51024,-1.8772999,-0.9683,-0.5648565,0.7415,0.22255,-0.4127,-0.8292,-1.0780457,-1.4275999,-3.4833405,-0.6181,0.21140003,-0.0203,1.3364651,0.7129659,-0.4869
53343,-0.85899997,-0.1924,-0.4711591,-0.34399998,0.18834996,-0.2595,0.9642,0.4351825,0.051599994,0.46677405,-1.1309,-0.865,1.4744,0.6999854,0.06252306,-0.4179
1465,-3.3564,0.6745,-0.1239834,-0.15805,-1.9193,0.5034,-0.2512,-0.11308417,1.42345,-0.18503353,0.1365,0,-1.4161,-0.8001666,0.5089693,-5.1367
79006,-0.66995,2.0425,-1.0517764,0.04220003,-1.2472999,-0.1429,-0.6626,0.01721277,-0.877,0.7805352,-0.7775,0.18900001,1.4925,0.4219056,-0.021606207,-1.0905
6988,-0.95135,-1.9213,-0.33484545,-1.21605,0.4073,0.0062,-0.6289,0.3339914,-1.4183999,-0.48376587,-0.543,2.24275,-0.0503,-0.22844583,0.06383586,-0.0713
11011,-0.31849998,0.4283,-0.41437024,1.25165,1.4237,-0.9698,0.593,0.20281436,-0.7191,-1.3667806,-1.862,1.00095,-0.7565,0.67909724,-0.30184388,-0.6964
23325,0.5902,-0.3707,0.7440943,-0.17080003,-0.006449997,0.1067,-0.8283,-0.092339545,-1.0454,0.11658728,0.0788,-0.12064999,-1.3691,0.3091002,-0.010662846,0.2847
10049,-1.4004002,2.132,-1.2424688,-0.475,-0.22535,0.4066,-0.5213,1.5406101,1.0736,0.27609295,-0.9137,0.5404,-1.5062,0.5184363,-0.74465716,0.0013
3157,0.18105,0.1382,0.1946319,-0.22565001,0.00135,-1.767,-0.1226,0.95297104,-0.33815,0.30904993,0.326,-0.23225003,0.3436,-0.21334432,-1.0880374,-0.5952
200734,0.67544997,0.1796,0.593572,1.02905,0.1631,0.1685,0.4234,0.2680779,-0.43205,0.030082457,-1.0326,-0.16795,-0.7753,0.5431913,-0.61000335,0.7012
9053,-1.4249,0.0219,0.5344752,-0.77855,1.0522,2.8898,-1.467,0.88751036,1.62355,4.839777,-0.7732,-0.8588,-1.9319,4.340624,-0.2191058,-0.6263
79094,-2.01365,0.4951,-2.2435741,-0.2838,0.53775,-2.3637,0.6004,0.20623417,-0.69385004,1.0910589,0.7025,0.32675,1.0963,-0.68188936,-0.8550077,0.0047
2778,0,-0.4264,-0.62952536,-0.26929998,-0.82655,0.5302,0.1177,0.20409298,0.5885,-1.1600882,7.6492,0.5005,1.5331,-0.056971848,4.13758,-0.179
54881,-4.3031,1.2864,1.0425311,-0.3642,-0.25055,0.5918,-1.0268,-0.27937856,0.4218,0.60118747,1.4763,-0.4345,1.0479,-1.3338925,-0.004399732,-0.9776
54807,-0.18909997,-0.4263,0.095674604,0.22645,3.7198,-0.3742,-6.8598,-0.30112922,0.21669999,-0.27749184,-0.0694,0.4352,-1.5621,0.84600383,-2.1715016,0.3488
323,0.2276,0.133,0.7488303,0.7907,0.2747,-0.2505,0.4801,0.768764,0.9124,-0.073087506,-0.6853,0.89655,-0.0711,0.5051551,-0.22551432,1.0545
26001,0.21034999,-0.1006,-2.4968107,0.39049995,-0.8234,-0.8202,-0.8337,1.0753692,0.32165,-0.25493598,1.0895,0.12465,0.1072,0.17832573,0.34432247,-1.0545
10190,-0.06755,0.4898,-0.7523005,0.68025,-0.76545,0.71,1.5877,-0.078520566,-0.64695,0.3687142,-0.2168,-0.84290004,-2.7687,-1.6405666,-0.82000995,0.4659
9686,-0.41529998,-0.4808,0.03422441,-0.23430002,1.0407499,-0.821,-0.7,1.0584881,-0.4427,-0.59240913,0.8755,0.13525,-0.2881,-0.56311584,-1.8994823,-0.7146
54915,0.15275,0.356,1.3264891,0.5702,-1.5340999,-8.2773,0.4691,0.6962997,0.93355,1.8099902,0.73,0.7832,-0.0139,-1.6628125,-0.24453928,-0.153
23658,-0.3914,1.1846,0.2315016,0.08145001,-1.4214001,0,0.4668,0.07335594,0.3852,1.1468731,0.8665,-0.267,0.6121,0.13705382,0.9874742,0.2053
7750,0.4949,-0.7197,-0.005895212,-0.32125,4.6747,0.019,0.68,0.038559876,0.49795002,0.042925134,0.5225,0.54845,-0.7944,0.9771526,0.7616124,-0.0935
79643,-0.5218,-0.0932,-0.21954283,0.5095,0.952,-0.6806,-0.2338,-0.20553416,0.055000007,0.016100641,2.9662,-1.65035,0.8965,1.2050415,0.48354977,0.8348
9488,0.04339999,-0.0316,-0.5198153,-0.66625,-0.60815,-0.1853,-0.3038,-0.15504088,-0.06954999,0.11730172,-0.1629,-0.32700002,0.1508,-0.069126725,-0.51961863,-0.0316
11200,-0.07909998,0.0407,0.3440303,-0.47095,-1.0594001,0.2321,0.5327,0.4362487,-0.10385001,0.65078187,0.6795,0.30980003,-0.8641,-0.67945206,0.70240843,-0.8542
65057,-0.79525,1.3183,1.2141275,-0.07879999,-0.84955,0.7888,0.6751,0.2688417,0.3843,-0.2283841,-0.7871,0.2289,1.2406,-0.76669216,-0.9823346,0.481
6832,0.5165,0.141,0.5538165,-0.1977,0.76855004,0.3901,0.5697,0.82499886,0.4595,-0.07046108,-0.9264,1.8186,1.6988,-0.70264614,-1.6398842,0.004
23131,0.07914999,-0.6052,-0.3880416,-0.1543,2.98795,-0.881,-1.0947,0.20176186,-0.57945,-0.79388446,0.1485,-0.28100002,0.8209,0.5000199,-0.64891243,0.0345
10776,-4.52235,0.5298,-0.5746968,-0.75975,-0.011299998,0.4563,1.0338,0.7714954,-0.50485003,0.42576152,0.5598,-0.42824996,-1.7333,-0.24928692,-0.6761753,-0.5424
6253,-0.55125004,-1.9515,0.0592452,0.0167,-4.42605,0.5662,0.4217,0.42385548,-0.2891,0.4878084,-0.5606,-1.04,0.3576,0.80142164,-0.16884544,0.0013
79716,-0.15805,0.0652,1.116813,0.60905,-2.34115,0.0771,-0.765,0.281796,0.44125,-0.26003423,-0.9273,1.13165,1.1443,0.22727197,-0.20410842,0.7507
29978,0.28335,-0.5259,0.55969596,-0.5317,0.86595,0.2932,-0.4144,0.41314858,1.2938501,0.71869814,-1.179,0.47615,-2.2042,0.44591415,-0.75057244,-0.5183
9988,-0.2211,1.9764,-0.16803181,1.20615,-0.2574,0.4981,0.7939,0.21400213,0.45875,-0.05751912,-0.999,-0.16045,-1.2936,-0.7326069,-1.0760503,-0.2514
10845,0.47509998,-1.626,-0.34756637,-0.84445,-0.109799996,0.6148,0.6745,-0.4292786,-0.67025,0.042052314,0.5205,0.2752,-0.1607,-2.9639633,0.7079865,0.4854
54957,0.59385,0.7773,-0.20935492,-0.57205003,0.28585,-0.0669,0.1383,0.96911365,-0.73895,1.2253283,-0.5272,0.093600005,0.926,0.52289236,1.6821426,-0.7714
79170,0.80824995,0.0165,0.104784936,0.20340002,1.14055,-0.0812,1.6104,0.8186505,0.13300002,0.30625135,-1.2826,-0.21705002,-0.8057,1.4314389,-0.13056031,0.8783
10610,0.27005,-1.4597,-0.44499233,-0.4388,-0.44625,-0.1189,0.926,-0.20845321,0.0132,0.6754245,-0.7145,0.07705,-0.723,1.1113852,-0.051719353,-0.0047
128,0.10485,0.678,-1.5948865,0.85324997,0.777,0.3234,-0.2331,0.4041627,-0.67845,0.32413226,1.3102,-0.9086,0.6784,-1.9802387,-0.026627079,0.8835
51026,0.020449996,0.464,-0.93264174,-0.81575,-0.058149993,0.6664,-1.0071,0.079455465,-0.85859996,0.6327124,-0.9918,-1.3907,-1.5045,-0.8765643,-1.1887413,0.2191
5498,0.8118,2.4648,-0.06162507,-0.026349992,0.26725,0.4341,0.3926,0.17243607,-0.20820001,-0.41597655,-2.246,0.37300003,0.7985,-0.3915453,0.24107914,0.6757
124583,-0.25485,-0.4131,0.28748912,0.71784997,0.050199997,0.1783,-0.4398,1.0681012,0.42090002,-1.2169638,1.853,-0.21219999,-1.0905,-2.3240933,0.74827665,-4.4752
9455,-0.026199996,-0.5756,-0.049698874,0.79480004,2.8037,-0.6306,-0.2919,-0.12526552,0.2216,0.005628794,-0.1654,0.91255,0.2928,0.7223016,-0.022172958,0.053
1212,-0.3213,0.0373,0.025936723,-0.4074,-0.5415,0.0851,-0.6987,-0.032212403,0.59599996,-0.61773086,0.7622,0.71995,0.9486,-1.8655783,-0.5778762,0.2201
5255,0.16705,-0.1584,0.037152275,-0.64845,-0.3242,-1.0204,0.1246,-0.63273066,0.5396,-0.48501787,-1.0562,-0.0642,0.0755,-0.6146761,-0.50351375,-0.2955
9448,-1.4137499,-0.0623,0.42620346,0.6385,-0.55125,2.2404,2.337,-0.08860952,0.29755,-1.7795788,0.2759,3.5901,1.4042,-0.44088206,-0.11764973,1.9417
9924,-1.0847499,0.6949,-0.7809348,-0.53195,-0.92745,0.4679,-4.9618,-0.16059735,-0.53805,-0.5882224,0.0832,0.90944993,0.2453,0.028274685,0.13588147,2.3488
5480,-0.4706,-0.1728,-0.7358105,-0.84165,-0.88294995,-0.0417,-0.8643,-0.9647477,0.8139,-0.69077736,5.3068,0.8012,0.1899,0.13958916,-0.4309811,0.4682
1983,0.98300004,1.2624,0.072554424,-0.54695,-0.40349996,0.4026,0.7162,0.07054452,-0.07045,0.804857,0.4537,-0.92434996,0.2736,-2.0322092,-1.1289444,0.0942
56889,0.27735,-0.6534,-0.25443769,0.9827,1.86385,0.0866,-0.2441,-1.4369953,0.24094999,0.59636116,0.1894,-1.1406,-0.2243,0.628494,1.7692144,-0.9918
79080,1.51985,-0.3334,0.5434317,-0.0369,1.34875,0.1694,0.1947,-0.042417943,-0.08275001,-0.57948035,0.5188,0.86644995,0.2421,1.0049694,0.5543259,1.1007
9016,-0.75565,0.0705,-1.0010471,1.0155001,-0.39034998,-0.4596,-1.0944,-0.73115885,-1.079,1.7082034,-0.3965,-1.6781001,-0.8461,0.060797896,-0.592047,-0.7088
6915,0.454,-1.0597,0.3289025,0.1437,0.024199992,-0.0226,-0.2204,0.010975659,0.68805003,-0.080919154,0.1301,-0.02335,-0.6125,0.7295912,-0.41764307,0.0443
9709,-4.43785,-0.0983,0.053263836,1.0897,-0.09369999,0.2201,-0.2023,0.5377784,-1.4242499,-0.8403185,0.347,0.44105,0.2595,0.20355834,-0.41985768,-0.0619
116832,-0.6477,0.8872,0.035415284,0,0.30805,-0.2742,-0.0645,-0.2853881,-0.5455,0.4853377,0.5895,-0.5482,0.7316,0.9726553,-0.3294419,0.4784
670,-0.11554998,0.5238,1.9277452,0.16655,0.001100004,1.2725,-1.3569,0.33853966,-0.032550007,-0.09255959,0.1958,0.58414996,-0.6745,-0.9263431,-0.2688746,-0.8235
7867,-0.05344999,0.0478,0.17380239,0.69519997,-0.9799,0.8757,-0.6773,0.9702966,-0.49825,0.15466361,2.8432,-0.5841,0.6765,0.40416738,-0.50496495,-0.6488
79143,0.2413,-0.4978,0.7102335,0.43395,0.49935,0.1911,1.3822,-0.08773724,0.5725,0.24898978,-1.3095,0.79815,0.5154,-1.4070865,-1.3250252,-0.4241
11284,-1.79915,0.0491,-0.48827738,-0.64559996,0.030699998,0.3309,-1.4176,-0.28039104,-0.30445,-0.65190643,-0.0718,0.049550004,-0.2991,0.19957095,0.9967853,-0.0072
23443,0.5331,-0.112,0.58427227,-0.10825002,0.88655,-0.8245,0.2498,1.2974569,-0.80315,1.2323399,0.6629,0.2491,-2.3082,0.5319154,0.06023491,1.7063
51599,-0.55415,-0.1366,-0.55106854,1.02635,1.3644501,-1.5522,0.6887,0.5904137,-0.4275,0.1355664,1.8504,0.14825,-0.3094,-0.6591004,-0.27698997,0.0708
5927,-1.3967,-0.4167,-0.6897341,-0.2331,0.0384,-0.7805,0.5315,0.58258003,0.49625,0.09073806,3.7735,0.72965,2.2482,-0.6920769,-1.0189497,0.0581
55793,-0.7228,-1.0008,-0.054948166,-0.48995,-0.79614997,-0.6183,-1.2797,-0.105537385,-0.6254,0.14848617,6.4112,-0.24075001,0.1177,-0.5900944,0.2363294,-0.3763
5867,0.53755,2.008,-0.035340324,-0.36165002,-0.4997,-0.6423,-0.8913,0.9684732,-0.66709995,-0.5956782,1.8282,-1.48285,3.0685,-0.06589674,0.7390326,-0.5733
7866,0.75425,0.4631,0.34749314,-2.3555999,-0.30225,0.5125,0.0787,0.1525704,0.1496,0.58526134,-3.3365,-0.81490004,-0.6672,-1.6841236,-0.11153126,-0.8312
25825,-1.4038999,0.868,-0.204196,0.01715,-0.14584999,0.4844,0.0256,0.18554528,0.4485,-5.5609593,0.1785,-0.13779998,0.5789,-1.1033325,0.39148754,-0.1675
4067,-0.7195,0.5148,0.6200713,-0.14754999,-0.6404,-0.0457,0.6101,0.431053,-0.06299999,-0.74956596,1.0344,0.3951,-0.8214,-1.0720272,0.610755,-0.4097
51015,-4.0144,0.4351,0.3786546,0.23080003,-0.056550004,0.5841,1.1056,0.25576052,0.26745003,0.012995034,-0.4505,0.19285,-0.2221,0.16340497,-0.2995671,0.8507
5891,-0.0484,0.8755,0.48863518,0.2386,-0.60965,0.2714,-1.8153,3.8037937,1.0741,-0.9283853,-1.5096,-0.040450007,0.828,1.5652163,-0.42870525,0.1852
3300,-0.5195,-0.733,0.830107,0.06125,0.72075,-0.9169,-0.5945,0.20029429,-0.011100024,-0.37354946,-0.7925,0.054700017,-0.0723,-0.16973427,-0.8722692,-0.9815
64781,-0.44365,-0.7127,0.5150889,0.13464999,1.2104,-0.0147,0.7135,-0.23155212,-0.17725,0.43593168,-0.2112,0.66185004,0.3776,-0.059814543,-0.9956478,0.3528
51056,0.95524997,-0.37,0.21018186,-0.3528,0.05975002,0.1284,0.8316,0.5428511,-0.48825002,0.8546847,-1.4795,0.74240005,-1.7707,-0.4653356,-0.418596,0.4848
8550,0.2561,0.0321,-0.7066351,0.179,-0.959,0.4151,-1.0951,0.000231564,-1.2538,0.030997787,-0.4896,0.6742,-1.9622,-0.5331128,0.10506226,2.0654
50810,1.14565,0.1922,0.5709601,0.03584999,0.5375,-0.4584,2.3798,-0.3841545,0.57095003,0.053234518,-2.0843,-0.5454,-0.0392,-0.7999337,-0.7600162,1.1904
23011,-0.2782,-0.0977,1.58422,0.122600004,3.4544501,-0.4391,2.1637,-0.046858504,0.10865,0.618962,-1.2489,-0.03625,-0.2041,0.57378805,-0.51524335,0.1891
11168,0.5395,-0.8443,0.31616122,-0.3294,-0.14344999,0.0694,0.2511,0.2974796,0.038650002,0.06605046,1.7354,0.55795,-4.4263,-1.7297173,0.11942808,-0.6982
1385,3.10695,0.3788,1.3727541,0.66725,1.0691,-0.2156,1.5878,0.099343956,-0.4434,0.33112058,-0.8535,-0.59135,-0.4593,-1.0885153,-0.33967638,0.2161
10150,-0.4303,-0.3894,1.2587537,0.0924,0.94589996,0.0065,-0.3665,0.25026247,0.2032,0.30638257,0.3602,-0.11974999,-1.449,-0.6986005,0.07055773,-0.1216
29763,-0.6364,-1.0391,-0.32017773,1.9992,0.80285,0.1685,4.5944,-0.009881124,0.88825,-0.9746345,-0.2988,0.38509995,-0.0232,1.0062914,0.069106214,-0.0134
9112,-0.06715,0.2029,0.07788813,-0.29150003,-0.3499,0.447,0.0968,0.027578115,0.25995,0.26442766,0.3162,0.25919998,1.6783,-0.09626317,-0.25544405,-1.2397
23499,-1.6336,0.0215,0.46710673,0.3061,0.23395,-0.2026,0.1196,0.38010812,1.0429,-1.0354548,0.294,0.9923,1.0693,-3.1059957,-0.97465706,-1.5235
85236,-1.8873501,0.3599,-5.9764957,-0.3879,-0.4732,0.038,-1.2135,0.5249115,-1.3206,0.9844796,0.3288,-0.5274,-0.4019,0.06750712,0.017152525,0.0417
5096,-0.094299994,-0.1568,-3.4960995,-0.16645002,-0.1574,-0.0434,-0.8464,-0.1823,-0.3928,0.55430055,-0.1776,0.028500006,2.5218,-2.0572035,-0.32788143,0.2964
55620,5.0014,0.1092,-0.5692185,-0.08945,-0.94545,0.025,1.2359,0.68435395,-1.37185,0.8054062,-0.1651,0.1665,0.9746,-0.66726434,0.2864557,0.2175
5373,-0.90554994,-0.1314,1.0278716,0.81229997,0.67515004,0.7819,0.6745,0.5389637,2.46385,-0.054267116,-0.7013,0.89735,0.3434,0.24421176,-0.30659634,0.0047
51170,-0.31335,0.7076,-0.5193019,0.16035001,-0.68025005,0.2563,-0.6078,0.029434294,-1.5423499,0.45066148,0.8626,0.03175001,0.687,-0.26594737,0.2220611,0.2501
54850,0.0934,0.1533,1.3565198,-0.43869996,1.30465,0.2362,0.0724,0.89286387,1.47475,0.39199865,-1.0162,-0.10949999,0.5357,0.21958831,-0.061874717,-0.3012
80349,-0.30655003,0.9031,-1.9172217,-0.72835,4.37445,0.5573,-1.0726,0.34286124,-1.44425,0.11045031,0.7214,0.64164996,1.2623,-0.61186343,1.1365544,0.2317
355,-0.94130003,-1.3976,0.4558152,-0.66935,1.7149,-0.2966,-0.1157,-0.30060214,-0.3054,-0.17478585,0.6968,0.12525001,0,1.7539166,0.75718796,-0.7898
1062,1.4349,-1.0534,-0.5804218,1.1407,1.6615,-0.3103,2.2485,-0.46889287,-0.31755,1.1266873,-0.3726,0.1767,1.1223,0.2868521,-0.1956909,3.2516
8804,0.8943,1.9698,-0.40388948,-0.07969999,0.1821,-0.017,-1.4816,-0.38718662,-0.49820003,1.1414119,1.5053,-1.576,0.6059,0.39265305,0.8857341,-0.0645
80758,-1.0585,0.0758,0.2741749,-0.121849984,-0.5097,0.2536,0.2293,-0.27986267,0.19749999,-0.22100846,1.9756,0.33015,1.4563,-0.59349287,0.055883795,-0.5031
375346,-0.62785006,-0.3737,0.52012247,2.1881,3.336,5.5184,-0.7022,-0.33190015,-0.10975,0.089802936,-0.0169,0.60845006,0.5764,1.7818618,0.7119587,-0.4841
51385,0.47555,1.3183,0.49282438,0.053799987,0.100249976,0.0801,-0.1789,0.7484307,0.2967,0.8747758,0.4237,0.44349998,1.1693,0.0736416,-0.9777298,0.7259
55748,-0.19185,0.2926,0.1877589,0.19420001,-0.50119996,-0.2226,-0.1096,0.2801416,0.29215002,-0.52064675,0.4888,-0.28225,-1.181,-1.0767759,-0.057256192,-1.3961
10318,-0.20095,1.1825,0.08418891,-0.77985,-0.82655,0.3912,-0.7628,-1.2214392,0.10534999,-0.18741179,-0.0541,0.3057,-0.2497,-0.5156787,-0.13950366,0.4106
54681,-0.334,0.7668,0.21506336,0.117900014,-0.77645,-0.1879,-1.5006,0.23220968,0.054050013,-0.030691953,-0.3076,-0.36415,0.2538,-0.49406382,0.5644988,-0.4755
7905,0.63235,0.2752,0.67108786,-0.32305002,2.2583,0.0831,-1.5867,0.77795804,-0.25315,-0.09448084,-0.2709,-0.21675,-0.897,0.7355647,-0.39165926,-0.5243
28969,0.56575,-0.0033,0.15915643,0.98889995,0.042849988,0.4058,-1.2558,0.11442284,-0.5263,0.049357027,1.2141,-1.6542001,-0.4264,-1.6171737,1.1178792,-0.0689
10668,-0.2523,0.1813,0.5994812,-0.2558,1.31765,-0.0449,-0.0222,-0.2768599,0.027799994,1.4567888,-0.4733,-0.46605,-0.7801,-1.7517809,0.13374376,-0.6107
51005,-0.3201,-1.5682,0.05361285,-0.14649999,2.7095,-0.6248,-1.9792,-0.17361377,0.16315,-0.5519226,0.9519,0.08184999,0.4831,0.10769057,0.4178596,0.334
8800,0.26944998,1.1526,-0.17359717,0.7671,1.7162001,-1.0429,-0.5027,-0.98898304,0.1401,0.48195353,-0.8126,-0.41724998,-0.1826,4.227836,-0.57625175,-0.5967
54438,-0.34344998,0.9031,0.62226653,0.12525,0.2698,0.0489,-0.1631,-0.19072807,-0.14885,-0.26590404,-1.0713,-0.58265,1.8039,0.36301404,-0.83182025,-0.0341
55825,-0.46365,0.9408,-0.6406394,0.56065,0.55785,-0.4268,-1.0064,-0.7333011,-0.22430001,0.29589176,-0.7379,0.9794,-0.9411,0.15129924,-0.3947456,1.7782
8835,0.5712,0.3787,-0.25121796,-0.3165,0.36825,0.9507,-0.1979,-0.14123031,-0.22280002,-0.025211185,-1.5958,-0.47525,-1.8956,1.5337148,-0.3412691,-1.0157
64429,-0.56229997,-0.5155,-0.19289503,-0.99480003,-0.798,0.6547,-1.2383,-0.49872226,1.18015,0.603307,-1.2294,0.034700006,0.2504,0.36201566,0.18534389,-0.2953
